@relation miml_birds.arff_minimax_transformation

@attribute id {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282}
@attribute min_f1 numeric
@attribute min_f2 numeric
@attribute min_f3 numeric
@attribute min_f4 numeric
@attribute min_f5 numeric
@attribute min_f6 numeric
@attribute min_f7 numeric
@attribute min_f8 numeric
@attribute min_f9 numeric
@attribute min_f10 numeric
@attribute min_f11 numeric
@attribute min_f12 numeric
@attribute min_f13 numeric
@attribute min_f14 numeric
@attribute min_f15 numeric
@attribute min_f16 numeric
@attribute min_f17 numeric
@attribute min_f18 numeric
@attribute min_f19 numeric
@attribute min_f20 numeric
@attribute min_f21 numeric
@attribute min_f22 numeric
@attribute min_f23 numeric
@attribute min_f24 numeric
@attribute min_f25 numeric
@attribute min_f26 numeric
@attribute min_f27 numeric
@attribute min_f28 numeric
@attribute min_f29 numeric
@attribute min_f30 numeric
@attribute min_f31 numeric
@attribute min_f32 numeric
@attribute min_f33 numeric
@attribute min_f34 numeric
@attribute min_f35 numeric
@attribute min_f36 numeric
@attribute min_f37 numeric
@attribute min_f38 numeric
@attribute max_f1 numeric
@attribute max_f2 numeric
@attribute max_f3 numeric
@attribute max_f4 numeric
@attribute max_f5 numeric
@attribute max_f6 numeric
@attribute max_f7 numeric
@attribute max_f8 numeric
@attribute max_f9 numeric
@attribute max_f10 numeric
@attribute max_f11 numeric
@attribute max_f12 numeric
@attribute max_f13 numeric
@attribute max_f14 numeric
@attribute max_f15 numeric
@attribute max_f16 numeric
@attribute max_f17 numeric
@attribute max_f18 numeric
@attribute max_f19 numeric
@attribute max_f20 numeric
@attribute max_f21 numeric
@attribute max_f22 numeric
@attribute max_f23 numeric
@attribute max_f24 numeric
@attribute max_f25 numeric
@attribute max_f26 numeric
@attribute max_f27 numeric
@attribute max_f28 numeric
@attribute max_f29 numeric
@attribute max_f30 numeric
@attribute max_f31 numeric
@attribute max_f32 numeric
@attribute max_f33 numeric
@attribute max_f34 numeric
@attribute max_f35 numeric
@attribute max_f36 numeric
@attribute max_f37 numeric
@attribute max_f38 numeric
@attribute BRCR {0,1}
@attribute PAWR {0,1}
@attribute PSFL {0,1}
@attribute RBNU {0,1}
@attribute DEJU {0,1}
@attribute OSFL {0,1}
@attribute HETH {0,1}
@attribute CBCH {0,1}
@attribute VATH {0,1}
@attribute HEWA {0,1}
@attribute SWTH {0,1}
@attribute HAFL {0,1}
@attribute WETA {0,1}
@attribute BHGB {0,1}
@attribute GCKI {0,1}
@attribute WAVI {0,1}
@attribute MGWA {0,1}
@attribute STJA {0,1}
@attribute CONI {0,1}

@data
134,0.961866,0.950023,0.468872,0.347143,0.000874,0.050379,0,-0.000524,0.000002,0.007117,0.447059,0,22.612904,8.12474,87,143,29,23,372,95,19.592592,0.557721,0.065191,0.005376,0,0.007168,0,0,0.021739,0.014493,0.043478,0.07971,0.083026,0.061501,0.021739,0,0,0.007246,0.982443,0.97105,0.500873,0.537911,0.003659,0.07352,0.000038,0.011569,0.00003,0.0123,0.486275,0.318182,86.837067,49.751801,114,156,69,45,2187,223,27.189175,0.759375,0.15942,0.123188,0.202899,0.028986,0.037634,0.121864,0.136201,0.087814,0.121864,0.162362,0.15942,0.115942,0.046595,0.021739,0.026445,0.037515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
135,0.923669,0.962254,0.552424,0.413429,0.000221,0.060397,-0.000015,-0.001445,0,0.008316,0.552941,0.285714,23.870832,10.175115,132,149,17,29,429,90,18.214935,0.738372,0.007874,0.007874,0.003378,0.035714,0.091922,0.02863,0,0.006757,0.003968,0.001984,0,0.074324,0.083565,0.029412,0.003378,0.008403,0.975298,0.981043,0.796286,0.507267,0.001971,0.070926,0.000001,0.006426,0.000008,0.009902,0.835294,0.736842,26.976377,14.690688,177,224,48,58,2195,212,22.520998,0.882353,0.077994,0.085317,0.109244,0.125984,0.225722,0.133705,0.079755,0.07771,0.022495,0.011142,0.050139,0.294118,0.304462,0.118243,0.100279,0.086351,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
136,0.912682,0.939329,0.541204,0.455797,0.000169,0.071633,-0.000001,-0.013936,0,0.00979,0.54902,0.155556,22.25506,7.761042,128,147,13,18,224,55,13.429508,0.356322,0.010417,0.006024,0,0,0.089286,0.030864,0,0.005338,0.005051,0.005051,0,0.047619,0.098214,0.025253,0,0.006803,0.961964,0.989269,0.912529,0.655473,0.001692,0.081436,0.000094,0.003797,0.000014,0.014109,0.913725,0.962687,27.944803,17.438921,226,239,58,135,2790,390,54.516129,0.95,0.062278,0.04321,0.114458,0.170068,0.2,0.232323,0.025,0.03012,0.034401,0.024096,0.054217,0.166667,0.353741,0.107143,0.089286,0.151786,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
138,0.926465,0.908839,0.441891,0.48887,0.000216,0.062927,-0.000002,-0.00451,0,0.008829,0.439216,0.333333,24.144928,9.488228,88,141,16,13,260,62,13.402899,0.387089,0.011583,0,0.003984,0.027888,0.032407,0.018519,0,0.007968,0.011952,0.007968,0,0.023148,0.027778,0.041667,0,0,0.971359,0.991624,0.693798,0.565619,0.001749,0.08424,0.000019,0.002882,0.00001,0.013306,0.701961,0.652174,30.852501,27.783915,163,207,60,142,3298,567,97.479988,0.845588,0.143519,0.12381,0.085714,0.092664,0.282869,0.189189,0.062323,0.046296,0.296296,0.050926,0.065156,0.133333,0.335907,0.256039,0.115538,0.092593,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
139,0.911434,0.920454,0.355782,0.380329,0.000155,0.040858,-0.000028,-0.012383,0,0.004928,0.356863,0.130435,21.973799,7.772639,79,97,13,14,183,53,12.266376,0.336351,0.010989,0.007692,0.006198,0.011261,0.010204,0.013514,0,0.00641,0.008439,0.004049,0,0.012024,0.012987,0.012987,0,0.019737,0.985641,0.992377,0.975346,0.642999,0.010082,0.098786,0.000986,0.016384,0.000299,0.01514,0.976471,0.882353,26.588503,15.279445,242,255,115,172,6951,822,112.000214,0.864662,0.242485,0.165033,0.113333,0.263736,0.164062,0.230769,0.154545,0.112033,0.171429,0.110507,0.177215,0.168937,0.205634,0.117166,0.126904,0.178571,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
140,0.930445,0.897382,0.468517,0.455181,0.000235,0.054465,-0.000067,-0.007838,0,0.00676,0.466667,0.28,22.733183,6.464686,103,143,15,11,205,51,12.444976,0.545615,0.032313,0,0.017241,0.012245,0.013333,0.023952,0,0.004082,0.019108,0.005495,0,0,0.011976,0.020408,0.017964,0,0.97953,0.982595,0.909873,0.579826,0.003159,0.077217,0.000035,0.004661,0.000023,0.011563,0.894118,0.838235,24.939816,10.067962,223,241,64,69,2165,319,47.002769,0.918129,0.173653,0.125749,0.113946,0.117117,0.229299,0.265306,0.126374,0.12931,0.241379,0.167665,0.18,0.10989,0.178571,0.241379,0.234234,0.181034,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
141,0.933815,0.898037,0.342693,0.390795,0.000271,0.049767,-0.001011,-0.012764,0,0.006247,0.341176,0.08,23.404444,7.602685,69,102,17,11,236,53,11.902542,0.36289,0.031746,0.007937,0.016729,0.012407,0.013193,0.02,0,0.004963,0.010899,0.006452,0,0.02,0.004963,0,0.004963,0.02069,0.991356,0.991852,0.952557,0.605541,0.017778,0.079279,0.000701,0.009931,0.000743,0.013168,0.956863,0.744681,32.498943,18.91827,234,255,142,138,9140,893,87.42041,0.879085,0.273878,0.142695,0.15,0.175325,0.075862,0.238095,0.109589,0.128931,0.18,0.111663,0.097625,0.211557,0.18872,0.087302,0.12987,0.135484,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
142,0.96447,0.950331,0.566033,0.42473,0.000913,0.047653,-0.000718,-0.006393,0.000002,0.004993,0.607843,0.154762,24.926006,10.025439,103,168,31,24,614,100,16.286646,0.386978,0.100313,0.023753,0.014523,0.010373,0.008299,0.021132,0.016627,0.038945,0.034483,0.026971,0.018113,0.023753,0.015578,0.019157,0.024195,0.055799,0.990787,0.997124,0.889597,0.538358,0.021564,0.082982,0.000143,0.010195,0.000752,0.013884,0.894118,0.688172,29.040342,15.89058,213,255,147,421,28924,2357,192.070557,0.825269,0.222222,0.145228,0.044528,0.063323,0.11639,0.10728,0.109959,0.092075,0.104513,0.101258,0.103448,0.089028,0.112033,0.06395,0.042755,0.164751,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,0.912872,0.90112,0.468432,0.399602,0.00015,0.049532,-0.000085,-0.008162,0,0.00562,0.482353,0.111111,23.613636,6.273923,108,130,12,12,208,57,15.111628,0.389608,0.027523,0.016616,0,0.006623,0.00885,0.008197,0,0.018349,0.032491,0.007663,0,0.016616,0.00885,0.00885,0.011494,0.014925,0.984801,0.98419,0.784828,0.614709,0.00638,0.081422,0.000085,0.012772,0.000109,0.01235,0.784314,0.808824,25.207018,11.190516,189,211,95,103,2764,486,85.764709,0.895833,0.233716,0.145631,0.117647,0.183486,0.137615,0.110092,0.185841,0.119205,0.199029,0.075529,0.079602,0.137255,0.266055,0.082569,0.081967,0.283186,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
145,0.904659,0.971422,0.399857,0.476573,0.000139,0.075274,0,-0.002525,0,0.011092,0.4,0.48,21.780142,9.040998,96,108,12,36,396,95,22.790403,0.850679,0.006494,0.006494,0,0.090909,0.255924,0.077922,0,0.003247,0.006494,0.006494,0,0.037915,0.36019,0.056872,0.003247,0.006494,0.906491,0.979583,0.401737,0.520138,0.000141,0.0856,0,0.002441,0,0.012884,0.4,0.914286,22.818182,9.615367,96,109,13,51,564,126,28.148935,0.916667,0.014218,0.009479,0,0.109005,0.298701,0.085308,0.018957,0.009479,0.018957,0.009479,0,0.058442,0.376623,0.058442,0.004739,0.009479,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
146,0.915162,0.929768,0.676895,0.477024,0.000172,0.071319,-0.000002,-0.009298,0,0.009856,0.666667,0.148148,23.185286,7.519609,166,179,13,15,222,60,13.688213,0.406222,0.010381,0.00346,0,0,0.039106,0.027273,0,0.00692,0.010381,0.005587,0,0.036313,0.027523,0.026201,0.017467,0.004367,0.978694,0.969925,0.882594,0.598656,0.002641,0.090515,0.000003,0.009059,0.000014,0.014235,0.894118,0.863636,24.837143,12.589437,216,236,50,45,914,208,47.334793,0.916327,0.153631,0.058659,0.145455,0.209607,0.297578,0.228571,0.061453,0.100559,0.128492,0.019048,0.192661,0.174672,0.252595,0.104762,0.109091,0.091743,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
148,0.923342,0.860433,0.485506,0.467982,0.000201,0.056758,-0.000003,-0.008494,0,0.007946,0.490196,0.285714,23.709677,10.295212,111,135,14,9,199,41,6.975104,0.587121,0.036082,0.018868,0.014388,0.013636,0.013636,0,0,0.007194,0.020619,0.016,0.015228,0.004545,0.009091,0,0,0.010309,0.972658,0.952396,0.974443,0.572074,0.001542,0.08382,0.000007,0.003725,0.000005,0.013135,0.976471,0.823529,28.462616,12.567799,241,255,41,22,412,85,23.306452,0.956349,0.259091,0.244604,0.097938,0.273585,0.188679,0.092784,0.05036,0.147208,0.18705,0.15736,0.108247,0.134021,0.128866,0.04717,0.048,0.177665,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
149,0.942146,0.905482,0.540239,0.460049,0.000337,0.053822,-0.000067,-0.007957,0,0.006361,0.541176,0.142857,23.163044,7.204705,128,147,19,12,201,52,13.452736,0.560559,0.021277,0,0.007117,0.007117,0.010676,0.003559,0,0.006079,0.012158,0.009709,0.016393,0.041791,0.016598,0.017794,0.008299,0.035587,0.982692,0.982041,0.910733,0.568755,0.004391,0.089739,0.000045,0.003322,0.000038,0.013453,0.901961,0.851852,25.588642,12.269645,216,252,64,63,1489,204,28.646452,0.855882,0.24911,0.156584,0.045593,0.100304,0.12462,0.156522,0.213115,0.149254,0.220641,0.062241,0.130435,0.112033,0.172131,0.103343,0.086957,0.165049,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,0.93005,0.91311,0.494286,0.428527,0.000247,0.056366,-0.000061,-0.007181,0,0.007881,0.517647,0.116279,23.190569,7.464718,108,139,17,15,254,67,16.417242,0.432456,0.029412,0.037037,0.016529,0.009494,0.006329,0.009494,0.011765,0.017647,0.022222,0.011765,0.012397,0.04,0.015707,0.007853,0.007853,0.020035,0.985906,0.987682,0.806084,0.544088,0.007488,0.086685,0.000211,0.009496,0.000148,0.013322,0.796078,0.558824,28.022223,14.858451,191,217,98,95,4185,401,64.99189,0.803324,0.269704,0.178571,0.094118,0.158824,0.133333,0.155556,0.086957,0.167722,0.180628,0.125654,0.105882,0.177778,0.085427,0.061983,0.044444,0.086387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,0.921008,0.951401,0.417666,0.449105,0.000195,0.060316,-0.000012,0.001263,0,0.008235,0.458824,0.173913,22.071814,10.02556,85,124,15,22,352,73,14.64011,0.488178,0.017331,0.013636,0.015873,0.083333,0.065858,0.039157,0,0.004518,0.004518,0.00295,0,0.140381,0.046687,0.017699,0.007937,0.009091,0.968812,0.986181,0.908685,0.497435,0.001274,0.077489,0.000006,0.004651,0.000003,0.011068,0.898039,0.6,25.211948,13.964064,220,248,39,77,1466,257,45.053886,0.870813,0.053571,0.051587,0.136905,0.163636,0.213855,0.103175,0.031746,0.039683,0.029762,0.02253,0.073795,0.225904,0.240909,0.053571,0.086655,0.057192,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
152,0.924791,0.938381,0.273176,0.442609,0.000201,0.061989,-0.000035,-0.00271,0,0.0086,0.282353,0.25,22.75683,7.928792,62,77,15,17,225,56,13.5,0.369697,0.009615,0,0,0.014706,0.048673,0,0,0.005051,0.010101,0.008584,0,0.025735,0.013274,0.026549,0.015306,0.004425,0.973679,0.977093,0.390984,0.540255,0.001743,0.085051,0.00001,0.011031,0.000006,0.012699,0.411765,0.75,25.467213,11.100369,82,114,40,49,850,148,46.559719,0.91875,0.165441,0.076531,0.128319,0.262626,0.192308,0.178191,0.145923,0.09375,0.142857,0.070796,0.166667,0.274038,0.226277,0.144231,0.150215,0.227679,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
153,0.929997,0.899165,0.382396,0.362661,0.000245,0.051693,-0.000431,-0.001505,0,0.006541,0.388235,0,23.505495,7.198749,86,107,15,11,182,51,13.342019,0.398028,0.018018,0.012097,0,0,0,0.012097,0,0.006369,0.0199,0.0125,0,0.013304,0.019108,0,0,0.006369,0.986931,0.980413,0.641349,0.547244,0.011154,0.082052,0.000785,0.009631,0.000294,0.013017,0.639216,0.695652,28.611473,13.992927,145,194,106,64,2706,412,62.728752,0.850877,0.229808,0.210191,0.057325,0.125,0.067164,0.315315,0.19898,0.21371,0.160699,0.122596,0.08774,0.191542,0.0875,0.075,0.1125,0.198198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
154,0.956966,0.895543,0.342338,0.44732,0.000681,0.056179,-0.000016,-0.008093,0.000001,0.0073,0.345098,0.123077,23.92132,8.782705,64,104,26,12,244,62,15.754098,0.497271,0.014368,0.007968,0.003984,0,0.011952,0.019231,0.014368,0.02,0.010618,0.007968,0.017241,0.024096,0.012821,0.023904,0.025641,0.024425,0.971804,0.988874,0.360934,0.573373,0.001471,0.07702,0.000011,0.004599,0.000005,0.010724,0.372549,0.791667,26.976191,13.061901,78,113,45,114,2551,383,57.502548,0.833856,0.185897,0.224359,0.108571,0.091429,0.150862,0.148649,0.141566,0.166667,0.096154,0.080769,0.135458,0.090734,0.159259,0.149425,0.108434,0.215139,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
155,0.945796,0.879455,0.424413,0.484782,0.000441,0.042987,-0.000035,-0.009364,0,0.0048,0.435294,0.214286,23.857143,7.130307,88,118,21,10,169,49,8.549495,0.514191,0.045181,0,0.013699,0.021777,0,0,0.022222,0,0.063253,0,0,0,0.006088,0.012048,0,0.036145,0.990435,0.99224,0.968829,0.620844,0.012715,0.075392,0.000113,0.003236,0.000321,0.01211,0.992157,0.867925,28.583704,12.910443,234,255,124,138,13070,773,45.717598,0.873016,0.254186,0.111111,0.166667,0.072289,0.129518,0.210843,0.099398,0.133942,0.181818,0.066333,0.144444,0.1,0.129518,0.077778,0.077778,0.329545,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
156,0.912525,0.942217,0.411019,0.456409,0.000165,0.058354,-0.000132,-0.007356,0,0.007467,0.403922,0.086957,23.157495,8.105323,84,116,13,19,230,56,13.634783,0.370707,0.005236,0.004405,0,0.030837,0.080882,0.023379,0,0.00349,0.005236,0.002203,0,0.03304,0.058824,0.024433,0.012216,0.002203,0.972693,0.989382,0.622679,0.563933,0.00353,0.081909,0.000001,0.004677,0.000026,0.011722,0.627451,0.85,24.685392,14.825663,148,167,60,121,2773,441,70.133789,0.931174,0.053571,0.036979,0.077273,0.095455,0.263525,0.25,0.051471,0.025964,0.051471,0.022317,0.043571,0.177273,0.298429,0.246696,0.117647,0.139706,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
158,0.933533,0.903689,0.280758,0.446314,0.000263,0.055996,-0.00004,-0.004742,0,0.007127,0.282353,0.170732,23.768211,7.875713,59,86,18,11,213,56,14.723004,0.51258,0.008902,0,0.014327,0.008021,0.03118,0.025189,0,0.002865,0.009547,0.003466,0.005764,0.026738,0.002865,0.003861,0,0.007722,0.979273,0.991169,0.970366,0.547658,0.002853,0.085622,0.000042,0.006239,0.000017,0.013443,0.964706,0.735849,26.921755,16.003212,229,255,54,124,1727,251,47.920132,0.860119,0.176471,0.178174,0.144766,0.15444,0.244228,0.131265,0.123919,0.082888,0.097826,0.062842,0.154728,0.297297,0.210207,0.130435,0.170029,0.136364,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
159,0.909871,0.948082,0.533736,0.462647,0.000141,0.06202,-0.000001,0.001148,0,0.00822,0.541176,0.222222,21.9163,9.367536,130,142,12,20,227,57,14.312776,0.788927,0.013378,0.00303,0,0.014085,0.092511,0.088106,0,0.006689,0.010033,0.004405,0,0,0.118943,0.031447,0.006289,0.006289,0.945304,0.969427,0.667052,0.492304,0.000396,0.082024,0,0.005176,0,0.012746,0.666667,0.565217,24.60515,13.168798,161,180,21,35,490,96,20.210526,0.945833,0.030837,0.127753,0.119497,0.048458,0.288732,0.181818,0.061674,0.021127,0.021127,0.018868,0.026432,0.213836,0.267606,0.176056,0.063636,0.021212,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
161,0.92263,0.936239,0.41806,0.517094,0.000197,0.072478,0,0.000377,0,0.010514,0.419608,0.625,24.094999,8.250818,99,114,15,17,200,58,16.82,0.784314,0.031915,0.021277,0.06383,0.053191,0.106383,0.170213,0,0.021277,0.053191,0.021277,0.021277,0.085106,0.117021,0.12766,0.106383,0,0.92263,0.936239,0.41806,0.517094,0.000197,0.072478,0,0.000377,0,0.010514,0.419608,0.625,24.094999,8.250818,99,114,15,17,200,58,16.82,0.784314,0.031915,0.021277,0.06383,0.053191,0.106383,0.170213,0,0.021277,0.053191,0.021277,0.021277,0.085106,0.117021,0.12766,0.106383,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
162,0.935323,0.8291,0.503142,0.435693,0.000322,0.04868,-0.000115,-0.027384,0,0.005992,0.517647,0.111111,22.394558,7.227836,114,138,19,12,91,57,14.380435,0.344697,0.031579,0,0.004184,0,0,0,0,0.004673,0.030151,0,0,0,0,0,0,0.008368,0.982623,0.97228,0.885214,0.724385,0.004122,0.100008,0.000034,0.008207,0.000031,0.020645,0.909804,0.909091,27.344372,12.843923,213,235,60,44,1488,228,42.951195,0.8625,0.357143,0.216667,0.242105,0.168421,0.145695,0.172185,0.155779,0.259414,0.333333,0.148459,0.149171,0.112903,0.191589,0.116822,0.136842,0.186335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,0.962176,0.956775,0.483459,0.508513,0.000859,0.076403,-0.000002,-0.000375,0.000001,0.011222,0.509804,0.652174,22.72093,7.760227,109,137,28,24,602,91,13.755814,0.895833,0.110294,0.044118,0.066176,0.007353,0.088235,0.014706,0.117647,0.036765,0.095588,0.007353,0,0.095588,0.058824,0.235294,0.007353,0.014706,0.962176,0.956775,0.483459,0.508513,0.000859,0.076403,-0.000002,-0.000375,0.000001,0.011222,0.509804,0.652174,22.72093,7.760227,109,137,28,24,602,91,13.755814,0.895833,0.110294,0.044118,0.066176,0.007353,0.088235,0.014706,0.117647,0.036765,0.095588,0.007353,0,0.095588,0.058824,0.235294,0.007353,0.014706,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
164,0.911499,0.919145,0.369735,0.404265,0.000152,0.054319,-0.000051,-0.004974,0,0.007219,0.372549,0.222222,21.697821,8.579327,85,104,14,14,260,59,13.059022,0.306571,0.002833,0.002833,0,0.004,0.012,0,0,0,0.004249,0.002833,0,0.015021,0.009756,0.009756,0,0.001416,0.984691,0.993054,0.905147,0.572894,0.007491,0.079412,0.000671,0.012604,0.000147,0.01259,0.901961,1,30.745363,21.62101,220,241,85,188,4899,670,91.630943,0.945774,0.185366,0.116279,0.136029,0.130901,0.31728,0.15122,0.133971,0.188,0.144495,0.204878,0.124402,0.161765,0.351931,0.120172,0.044118,0.202614,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
166,0.961091,0.990099,0.532734,0.497047,0.001019,0.061698,-0.000019,-0.000701,0.000003,0.008562,0.552941,0.591304,22.530539,8.792156,116,150,34,116,2505,345,47.514969,0.635142,0.015571,0.022491,0.031142,0.053633,0.243945,0.083045,0.015571,0.020761,0.038062,0.008651,0.00173,0.117647,0.209343,0.126298,0.00692,0.00519,0.961091,0.990099,0.532734,0.497047,0.001019,0.061698,-0.000019,-0.000701,0.000003,0.008562,0.552941,0.591304,22.530539,8.792156,116,150,34,116,2505,345,47.514969,0.635142,0.015571,0.022491,0.031142,0.053633,0.243945,0.083045,0.015571,0.020761,0.038062,0.008651,0.00173,0.117647,0.209343,0.126298,0.00692,0.00519,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
167,0.937921,0.920297,0.341893,0.459929,0.0003,0.065706,0,-0.00251,0,0.008155,0.337255,0.295238,24.68128,9.9516,55,111,19,14,237,54,12.303798,0.435613,0.032995,0.011421,0.01581,0.043147,0.066038,0.101186,0.018868,0.006345,0.030457,0.022843,0.021574,0.054569,0.04717,0.056604,0.066403,0.03934,0.982569,0.990662,0.48931,0.531143,0.004068,0.084647,0.000056,0.006763,0.000041,0.012741,0.486275,0.743802,26.178015,13.356688,115,134,76,122,4039,444,48.808121,0.890977,0.070755,0.024506,0.051887,0.051887,0.172589,0.179245,0.067984,0.048221,0.051887,0.033019,0.042453,0.09434,0.101523,0.137056,0.147208,0.150198,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
168,0.90562,0.911484,0.38935,0.397218,0.000144,0.051603,-0.000002,-0.004203,0,0.007453,0.396078,0.181818,23.041746,7.251326,90,107,11,12,227,62,7.94173,0.696844,0.013699,0.009132,0,0.01275,0.041894,0.050228,0,0.003922,0.015625,0,0,0,0.018215,0,0,0,0.970108,0.988256,0.983,0.541448,0.001432,0.08483,0.000002,0.008446,0.000005,0.01342,1,0.805556,32.230034,23.175358,244,255,43,92,1331,135,21.722288,1.029014,0.163934,0.107468,0.056863,0.254902,0.32526,0.207612,0.083333,0.067395,0.090909,0.113636,0.116576,0.089253,0.342466,0.178082,0.020036,0.043716,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
169,0.931645,0.807204,0.374523,0.406715,0.000295,0.055598,-0.000009,-0.01247,0,0.007611,0.372549,0.011628,26.309645,10.855349,84,106,22,7,173,71,18.337563,0.609907,0.002346,0,0,0,0.020408,0,0,0.002346,0.001641,0.001676,0,0,0.020408,0.029851,0.002461,0.002681,0.971575,0.995277,0.778344,0.611502,0.001687,0.072403,0.000008,0.006105,0.000005,0.012067,0.796078,0.722222,31.195267,21.293728,182,216,36,231,4154,513,63.353153,0.882968,0.335821,0.07,0.015,0.07,0.321575,0.088597,0.051546,0.153061,0.244898,0.020619,0.013946,0.102543,0.433981,0.085,0.075,0.185567,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
170,0.951802,0.909044,0.558189,0.425285,0.000506,0.054657,-0.000386,-0.009367,0.000001,0.007496,0.486275,0.12,25.351515,10.12923,106,179,22,14,251,47,6.693939,0.498747,0.160714,0.037143,0.009119,0.012158,0.009119,0.009709,0.01227,0.008658,0.068571,0,0,0,0.017857,0.007346,0,0.02454,0.991533,0.994847,0.959626,0.640062,0.019259,0.078606,0.00079,0.010501,0.000828,0.011824,0.968627,0.733333,29.047834,14.425726,232,255,149,233,17315,1813,189.833618,0.896739,0.315534,0.125,0.104294,0.055096,0.057851,0.087143,0.139818,0.150485,0.202454,0.127143,0.071429,0.069264,0.04908,0.064935,0.051948,0.158571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,0.919268,0.946903,0.376385,0.419964,0.00019,0.0612,-0.000037,-0.003758,0,0.008031,0.372549,0.304348,22.45079,8.503098,86,106,15,20,260,60,13.846154,0.627083,0.001629,0.001221,0.003344,0.006689,0.020067,0.016722,0,0.00285,0.000814,0.00285,0,0,0.070234,0.033445,0.002036,0,0.974663,0.994823,0.764692,0.552271,0.001976,0.077149,0,0.00737,0.000007,0.011569,0.8,0.684211,28.255552,19.952751,171,211,44,211,3467,474,64.804153,0.866667,0.117057,0.056856,0.080952,0.190476,0.313518,0.118421,0.123746,0.157191,0.052381,0.030516,0.047619,0.110368,0.436075,0.08216,0.059211,0.147157,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
